MODE,SP,N,GEN,PEKS,TRAPDOOR,TEST
bm,80,3,0.009318351745605469,0.007867813110351562,0.0029213428497314453,0.0008945465087890625
bm,80,4,0.009175777435302734,0.011956214904785156,0.0033278465270996094,0.0012822151184082031
bm,80,6,0.01112055778503418,0.022327184677124023,0.0033245086669921875,0.0025942325592041016
bm,80,10,0.016233205795288086,0.03676199913024902,0.003166675567626953,0.004975557327270508
bm,80,18,0.006947755813598633,0.0673975944519043,0.003106355667114258,0.007628679275512695
bm,80,34,0.006819009780883789,0.13281869888305664,0.0030837059020996094,0.014441251754760742
bm,80,66,0.007535219192504883,0.2549877166748047,0.0028641223907470703,0.026811599731445312
bm,80,130,0.013145923614501953,0.5786380767822266,0.0033562183380126953,0.06827592849731445
bm,80,258,0.010463953018188477,1.2029528617858887,0.0033888816833496094,0.15420866012573242
bm,80,514,0.007165670394897461,2.1437032222747803,0.0029838085174560547,0.22711491584777832
bm,80,1026,0.006763458251953125,4.153804779052734,0.003094196319580078,0.46025872230529785
bm,80,2050,0.009312868118286133,9.256028175354004,0.003223896026611328,1.082820177078247
bm,80,4098,0.011724472045898438,16.45944333076477,0.002933502197265625,1.8404271602630615
bm,80,8194,0.013335466384887695,37.580819606781006,0.00344085693359375,4.479210376739502
bm,160,3,0.009565114974975586,0.009038448333740234,0.0030024051666259766,0.0012955665588378906
bm,160,4,0.021013736724853516,0.013718605041503906,0.0030138492584228516,0.002016782760620117
bm,160,6,0.010612249374389648,0.0234067440032959,0.0031294822692871094,0.0034644603729248047
bm,160,10,0.010103702545166016,0.04366421699523926,0.0029773712158203125,0.0060498714447021484
bm,160,18,0.01147317886352539,0.0817725658416748,0.003032684326171875,0.011527538299560547
bm,160,34,0.011289358139038086,0.158646821975708,0.003016233444213867,0.02236795425415039
bm,160,66,0.022005796432495117,0.31450462341308594,0.0031516551971435547,0.04551815986633301
bm,160,130,0.008572816848754883,0.6243658065795898,0.0031006336212158203,0.08834362030029297
bm,160,258,0.008274078369140625,1.2311384677886963,0.002991914749145508,0.17992949485778809
bm,160,514,0.02068328857421875,2.4024999141693115,0.0029926300048828125,0.34229373931884766
bm,160,1026,0.008018016815185547,5.559338808059692,0.0033893585205078125,0.9007935523986816
bm,160,2050,0.010509014129638672,9.821796178817749,0.0030579566955566406,1.4154186248779297
bm,160,4098,0.011387109756469727,19.588555097579956,0.003149271011352539,2.8077728748321533
bm,160,8194,0.010746955871582031,40.16902565956116,0.0032448768615722656,5.819878816604614
bm,240,3,0.0167081356048584,0.011976242065429688,0.003011941909790039,0.0020055770874023438
bm,240,4,0.021642446517944336,0.016300678253173828,0.003047466278076172,0.002758026123046875
bm,240,6,0.008275508880615234,0.027841806411743164,0.003093242645263672,0.005162715911865234
bm,240,10,0.021722793579101562,0.05201983451843262,0.0029799938201904297,0.008336782455444336
bm,240,18,0.021338939666748047,0.09176301956176758,0.002985239028930664,0.01570868492126465
bm,240,34,0.010783910751342773,0.18390846252441406,0.003319978713989258,0.03385019302368164
bm,240,66,0.016837358474731445,0.41168928146362305,0.003619670867919922,0.0799870491027832
bm,240,130,0.020053863525390625,0.7197399139404297,0.003011465072631836,0.1296992301940918
bm,240,258,0.017062902450561523,1.4525604248046875,0.0029227733612060547,0.2614772319793701
bm,240,514,0.013227701187133789,2.8773460388183594,0.0029611587524414062,0.4958195686340332
bm,240,1026,0.008704662322998047,5.68288516998291,0.003114938735961914,0.9732992649078369
bm,240,2050,0.014293670654296875,11.406790971755981,0.0029642581939697266,1.962308406829834
bm,240,4098,0.010531425476074219,23.17526888847351,0.0031859874725341797,3.9485702514648438
bm,240,8194,0.008357048034667969,45.536993741989136,0.003061532974243164,7.832737922668457
bm,320,3,0.039286136627197266,0.01253056526184082,0.0030372142791748047,0.0024967193603515625
bm,320,4,0.025235414505004883,0.021373987197875977,0.003214120864868164,0.004423379898071289
bm,320,6,0.006859302520751953,0.030182361602783203,0.0031311511993408203,0.006151914596557617
bm,320,10,0.01130986213684082,0.0544278621673584,0.003027200698852539,0.010594606399536133
bm,320,18,0.00828862190246582,0.1060490608215332,0.0029840469360351562,0.02222299575805664
bm,320,34,0.015305042266845703,0.2061159610748291,0.0031557083129882812,0.03995823860168457
bm,320,66,0.006918430328369141,0.3997161388397217,0.0030057430267333984,0.08028364181518555
bm,320,130,0.015468120574951172,0.8129007816314697,0.0030586719512939453,0.16017913818359375
bm,320,258,0.016744375228881836,1.6040005683898926,0.0030052661895751953,0.3104865550994873
bm,320,514,0.0192868709564209,3.6209113597869873,0.0034270286560058594,0.7809226512908936
bm,320,1026,0.007976293563842773,6.363418340682983,0.003145933151245117,1.2246990203857422
bm,320,2050,0.007308006286621094,12.740636587142944,0.003029346466064453,2.502089738845825
bm,320,4098,0.011498451232910156,25.69764280319214,0.003083467483520508,4.983560800552368
bm,320,8194,0.00658416748046875,54.65256595611572,0.0031616687774658203,10.47762680053711
bm,400,3,0.03421759605407715,0.014786005020141602,0.0029916763305664062,0.003007173538208008
bm,400,4,0.012700319290161133,0.022384166717529297,0.003412961959838867,0.004457712173461914
bm,400,6,0.012640714645385742,0.0358271598815918,0.0035223960876464844,0.0072174072265625
bm,400,10,0.011174678802490234,0.06476068496704102,0.003104686737060547,0.013957738876342773
bm,400,18,0.012771368026733398,0.12342596054077148,0.0032258033752441406,0.025994539260864258
bm,400,34,0.011917829513549805,0.23442769050598145,0.0036318302154541016,0.05043792724609375
bm,400,66,0.03620743751525879,0.47520899772644043,0.003053903579711914,0.10221171379089355
bm,400,130,0.010458946228027344,0.9265286922454834,0.0030210018157958984,0.2012767791748047
bm,400,258,0.018597841262817383,1.854337453842163,0.0033266544342041016,0.4069221019744873
bm,400,514,0.010496139526367188,3.7448837757110596,0.0030431747436523438,0.802640438079834
